entity_name,state,entity_type,individuals_affected,breach_date,breach_type,breach_location,business_associate,description,source,entity_type_raw,breach_type_raw,state_raw,breach_location_raw,year,month,quarter,day_of_week,year_month,severity,log_individuals,is_estimated,quality_flag
Vision for Hope ,IL,Other,5517.0,2021-08-03,Hacking/IT Incident,Email,No,"The covered entity (CE), Vision for Hope, reported that an employee was the subject of an email phishing scheme that compromised the protected health information (PHI) of 5,517 individuals. The PHI involved names, dates of birth, addresses, Social Security and drivers’ license numbers, diagnoses, medications, claims and financial information, and other treatment information. The  CE notified HHS, the affected individuals, the media, and provided substitute notice. In response to the breach, the CE provided complimentary credit monitoring services and implemented additional administrative, technical, and security safeguards. Staff were retrained on email security precautions.",archive,Healthcare Provider,Hacking/IT Incident,IL,Email,2021,8,2021Q3,Tuesday,2021-08,Medium,8.615770754777232,False,
Robeson Health Care Corporation,NC,Other,62627.0,2023-04-21,Hacking/IT Incident,Network Server,No,,archive,Healthcare Provider,Hacking/IT Incident,NC,Network Server,2023,4,2023Q2,Friday,2023-04,High,11.044967741431414,False,
"GeneDx, Inc. ",NJ,Other,851.0,2019-11-22,Hacking/IT Incident,Network Server,Yes,"The covered entity (CE), GeneDx, Inc., reported that its business associate (BA) reported that its vendor experienced a cyber-attack that affected the electronic protected health information (ePHI) of 851 individuals.  The ePHI involved included names, addresses, and claims and treatment information.  The CE notified HHS and affected individuals.  Consequently, the CE terminated its relationship with the BA.",archive,Healthcare Provider,Hacking/IT Incident,NJ,Network Server,2019,11,2019Q4,Friday,2019-11,Low,6.747586526829315,False,
University of Utah Health,UT,Other,8606.0,2023-08-15,Hacking/IT Incident,Network Server,Yes," The covered entity (CE), University of Utah Health, reported that a software application used by its business associate (BA) exposed the protected health information (PHI) of 8,606 individuals. The PHI involved included names, dates of birth, addresses, Social Security numbers, financial and claims information, and treatment information. The CE notified HHS, the affected individuals, the media, and provided substitute notice. In response to the breach, the CE provided complimentary credit monitoring services and the CE and BA implemented additional administrative, technical, and security safeguards to better protect PHI.",archive,Health Plan,Hacking/IT Incident,UT,Network Server,2023,8,2023Q3,Tuesday,2023-08,Medium,9.060331104649476,False,
"Gary Motykie, M.D., a Medical Corporation ",CA,Other,3400.0,2023-08-05,Hacking/IT Incident,Email,No,"Gary Motykie, M.D., reported that an employee was the subject of an email phishing scheme. After further review it was determined that the entity is not a covered entity; therefore, the case was closed without investigation.",archive,Healthcare Provider,Hacking/IT Incident,CA,Email,2023,8,2023Q3,Saturday,2023-08,Medium,8.131824785007195,False,
Michigan Masonic Home,MI,Other,3255.0,2024-11-08,Hacking/IT Incident,Email,No,"The covered entity (CE), Michigan Masonic Home, reported that several employees were the targets of an email phishing scheme that compromised the protected health information (PHI) of 3,255 individuals. The PHI involved included names, addresses, dates of birth, Social Security and drivers’ license numbers, financial information, diagnoses/conditions, lab results, medications, and other treatment information. The CE notified HHS, affected individuals, the media, and posted substitute notice on its website.  In response to the breach, the CE provided complimentary credit monitoring services and implemented additional administrative and technical safeguards to better protect its PHI.",archive,Healthcare Provider,Hacking/IT Incident,MI,Email,2024,11,2024Q4,Friday,2024-11,Medium,8.08825472712243,False,
Fast Medical Center,OK,Other,901.0,2021-12-21,Hacking/IT Incident,Network Server,Yes,"The covered entity (CE), Fast Medical Center, reported that its business associate was the victim of a cybersecurity attack that affected the electronic protected health information (ePHI) of approximately 901 individuals. The ePHI involved included names, addresses, dates of birth, Social Security numbers, diagnoses, and medical conditions. The CE notified HHS, affected individuals, the media, and provided substitute notice.",archive,Business Associate,Hacking/IT Incident,OK,Network Server,2021,12,2021Q4,Tuesday,2021-12,Low,6.804614520062624,False,
El Centro Del Barrio d/b/a CentroMed,TX,Other,350000.0,2023-08-11,Hacking/IT Incident,Network Server,No,"The covered entity (CE), El Centro Del Barrio, dba CentroMed, reported that it was the subject of a hacking/IT incident that affected the protected health information (PHI) of 350,000 individuals. The PHI involved included names, addresses, dates of birth, Social Security numbers, claims information, and financial information. The CE notified HHS, the affected individuals, the media, and provided substitute notice. In response to the breach, the CE implemented additional administrative, technical, and security safeguards to better protect PHI.",archive,Healthcare Provider,Hacking/IT Incident,TX,Network Server,2023,8,2023Q3,Friday,2023-08,Critical,12.765691290604371,True,
Carter and Hoff Dentistry,NC,Other,7000.0,2020-07-01,Hacking/IT Incident,Network Server,No,"The covered entity (CE), Carter and Hoff Dentistry, reported that it was the victim of a ransomware attack affecting the protected health information (PHI) of 7,000 individuals. The PHI involved included names, addresses, dates of birth, drivers’ license numbers, Social Security numbers, x-rays, and diagnoses. The CE notified HHS, affected individuals, the media, and posted substitute notice on its website. In response to the breach, the CE implemented additional administrative, technical, and security safeguards and provided HIPAA related training to its employees.

",archive,Healthcare Provider,Hacking/IT Incident,NC,Network Server,2020,7,2020Q3,Wednesday,2020-07,Medium,8.853808274977197,True,
"Coventry Health Care, Inc.",MD,Other,765.0,2011-03-18,Unauthorized Access/Disclosure,Paper/Films,Yes,\N,archive,Business Associate,Unauthorized Access/Disclosure,MD,Paper/Films,2011,3,2011Q1,Friday,2011-03,Low,6.641182169740591,False,
"Somnia, Inc.",NY,Other,1892.0,2022-10-24,Hacking/IT Incident,Network Server,No,"Somnia, the business associate (BA) reported that it experienced a ransomware attack that compromised the protected health information (PHI) of 1,892 individuals. The PHI involved included names, addresses, dates of birth, drivers’ license and social security numbers, claims and financial information, health insurance information, medications, diagnoses/conditions, and other treatment information. The BA notified  HHS, the affected individuals, and the media. The CE implemented additional administrative, technical, and security safeguards to better protect PHI.",archive,Healthcare Provider,Hacking/IT Incident,NY,Network Server,2022,10,2022Q4,Monday,2022-10,Medium,7.545918151209323,False,
UnitedHealth Group health plan single affiliated covered entity,MN,Other,6678.0,2012-02-01,Other,Paper/Films,No,\N,archive,Health Plan,Other,MN,Paper/Films,2012,2,2012Q1,Wednesday,2012-02,Medium,8.806723554725636,False,
